@relation pandasdata

@attribute reqs_statement string
@attribute  action_part string
@attribute actor_part string
@attribute label{irrelevant,relevant}

@data
"The_meeting_initiator_may_designate_one_or_more_potential_meeting_participants_as_important_meaning_that_their_attendance_at_the_meeting_is_required_in_order_to_have_the_meeting_","The_meeting_may_designate_one_or_more_potential_meeting_participants_as_important_meaning_that_their_at_the_meeting_is_required_in_order_to_have_the_meeting_","initiator_attendance","relevant"
"The_meeting_proposal_may_include_an_agenda_or_list_of_topics_for_discussion_during_the_meeting_and_may_include_a_list_of_required_equipments_","The_meeting_may_include_an_agenda_or_list_of_topics_for_discussion_during_the_meeting_and_may_include_a_list_of_required_equipments_","proposal","relevant"
"A_meeting_scheduler_will_scan_all_the_list_of_potential_meeting_participants_to_determine_a_time_slot_of_the_required_duration_exists_among_all_potential_meeting_participants_once_a_meeting_proposal_is_entered_to_the_system_","A_meeting_will_scan_all_the_list_of_potential_meeting_participants_to_determine_a_time_slot_of_the_required_duration_exists_among_all_potential_meeting_participants_once_a_meeting_is_entered_to_the_system_","scheduler_proposal","relevant"
"A_meeting_scheduler_will_inform_the_meeting_initiator_that_no_time_slot_exists_for_all_potential_meeting_participants_and_may_optionally_suggest_an_alternative_date_range_duration_and_location_which_is_available_","A_meeting_will_inform_the_meeting_initiator_that_no_time_exists_for_all_potential_meeting_participants_and_may_optionally_suggest_an_alternative_date_range_duration_and_location_is_available_","scheduler_slot_which","relevant"
"A_meeting_scheduler_will_temporarily_reserve_the_time_slots_for_the_proposed_meeting_and_inform_the_potential_meeting_participant_of_the_meeting_and_request_input_as_to_will_attend_or_will_not_attend_if_a_time_slot_exists_","A_meeting_will_temporarily_reserve_the_time_slots_for_the_proposed_meeting_and_inform_the_potential_meeting_participant_of_the_meeting_and_request_input_as_to_will_attend_or_will_not_attend_if_a_time_exists_","scheduler_slot","irrelevant"
"A_potential_meeting_participant_or_their_delegate_may_accept_or_refuse_the_meeting_If_accepting_the_potential_meeting_participant_becomes_a_confirmed_meeting_participant_If_refusing_the_potential_meeting_participant_may_provide_a_reason_for_his_refusal_","A_potential_meeting_participant_or_their_may_accept_or_refuse_the_meeting_If_accepting_the_potential_meeting_becomes_a_confirmed_meeting_participant_If_refusing_the_potential_meeting_may_provide_a_reason_for_his_refusal_","delegate_participant_participant","irrelevant"
"A_confirmed_meeting_participant_may_request_special_equipment_","A_confirmed_meeting_may_request_special_equipment_","participant","relevant"
"A_potential_meeting_participant_or_confirmed_meeting_participant_may_confirm_or_cancel_their_attendance_at_the_meeting_subject_to_the_administrative_rules_and_practices_of_the_participant_s_","A_potential_meeting_or_confirmed_meeting_participant_may_confirm_or_cancel_their_attendance_at_the_meeting_subject_to_the_administrative_rules_and_practices_of_the_participant_s_","participant","irrelevant"
"Any_physical_changes_to_the_location_and_its_required_equipment_shall_be_kept_up_to_date_","Any_physical_to_the_location_and_its_required_equipment_shall_be_kept_up_to_date_","changes","relevant"
"If_any_physical_changes_to_the_location_and_its_required_equipments_shall_occur_after_a_meeting_proposal_and_before_the_meeting_date_the_meeting_initiator_shall_be_notified_promptly_","If_any_physical_to_the_location_and_its_required_equipments_shall_occur_after_a_meeting_proposal_and_before_the_meeting_date_the_meeting_shall_be_notified_promptly_","changes_initiator","relevant"
"The_meeting_scheduler_system_shall_be_able_to_schedule_a_meeting_with_a_meeting_topic_date_range_duration_and_location_for_a_list_of_participants_","The_meeting_scheduler_shall_be_able_to_schedule_a_meeting_with_a_meeting_topic_date_range_duration_and_location_for_a_list_of_participants_","system","relevant"
"The_meeting_scheduler_system_shall_monitor_meetings_since_some_of_the_meeting_held_as_a_virtual_meeting_","The_meeting_scheduler_shall_monitor_meetings_since_some_of_the_meeting_held_as_a_virtual_meeting_","system","relevant"
"The_meeting_scheduler_system_shall_be_able_to_select_a_participant_as_an_important_participant_","The_meeting_scheduler_shall_be_able_to_select_a_participant_as_an_important_participant_","system","relevant"
"The_meeting_scheduler_system_shall_cancel_a_meeting_due_to_canceling_of_an_important_participant_","The_meeting_scheduler_shall_cancel_a_meeting_due_to_canceling_of_an_important_participant_","system","relevant"
"The_meeting_scheduler_system_shall_reschedule_a_meeting_to_support_conflict_resolutions_","The_meeting_scheduler_shall_reschedule_a_meeting_to_support_conflict_resolutions_","system","relevant"
"The_meeting_scheduler_shall_be_available_online_by_the_end_of_this_year_","The_meeting_shall_be_available_online_by_the_end_of_this_year_","scheduler","irrelevant"
"The_meeting_scheduler_system_may_optionally_automatically_propose_another_meeting_if_current_meeting_is_canceled_by_an_important_participant_","The_meeting_scheduler_may_optionally_automatically_propose_another_meeting_if_current_is_canceled_by_an_important_participant_","system_meeting","relevant"
"The_meeting_scheduler_system_may_provide_the_meeting_initiator_a_summary_of_the_scan_of_potential_meeting_participants_showing_available_time_slots_and_schedule_conflicts_as_a_means_of_informing_the_meeting_initiator_of_the_overall_results_of_the_system_","The_meeting_scheduler_may_provide_the_meeting_initiator_a_summary_of_the_scan_of_potential_meeting_participants_showing_available_time_slots_and_schedule_conflicts_as_a_means_of_informing_the_meeting_initiator_of_the_overall_results_of_the_system_","system","relevant"
"The_meeting_scheduler_system_may_be_able_to_include_an_agenda_for_a_meeting_proposal_","The_meeting_scheduler_may_be_able_to_include_an_agenda_for_a_meeting_proposal_","system","relevant"
"The_meeting_scheduler_system_may_suggest_a_virtual_meeting_for_available_time_slots_if_no_location_is_available_or_feasible_for_the_meeting_","The_meeting_scheduler_may_suggest_a_virtual_meeting_for_available_time_slots_if_no_is_available_or_feasible_for_the_meeting_","system_location","relevant"
"The_meeting_scheduler_system_may_be_able_to_include_a_list_of_required_equipment_for_a_meeting_proposal_","The_meeting_scheduler_may_be_able_to_include_a_list_of_required_equipment_for_a_meeting_proposal_","system","relevant"
"A_meeting_scheduler_system_will_temporarily_reserve_the_time_slots_for_the_proposed_meeting_","A_meeting_scheduler_will_temporarily_reserve_the_time_slots_for_the_proposed_meeting_","system","relevant"
"A_meeting_scheduler_system_will_inform_the_potential_meeting_participant_of_the_meeting_","A_meeting_scheduler_will_inform_the_potential_meeting_participant_of_the_meeting_","system","relevant"
