@relation pandasdata

@attribute reqs_statement string
@attribute  action_part string
@attribute actor_part string
@attribute label{irrelevant,relevant}

@data
"The_system_shall_display_tax_information_for_the_order_","The_shall_display_tax_information_for_the_order_","system","relevant"
"The_system_shall_display_available_payment_methods_for_payment_","The_shall_display_available_payment_methods_for_payment_","system","relevant"
"The_system_shall_allow_user_to_select_the_payment_method_for_order_","The_shall_allow_to_select_the_payment_method_for_order_","system_user","relevant"
"The_system_shall_display_the_orders_that_are_eligible_to_change_","The_shall_display_the_orders_are_eligible_to_change_","system_that","relevant"
"The_system_shall_allow_user_to_select_the_order_to_be_changed_","The_shall_allow_to_select_the_order_to_be_changed_","system_user","relevant"
"The_system_shall_allow_user_to_cancel_the_order_","The_shall_allow_to_cancel_the_order_","system_user","relevant"
"The_system_shall_allow_user_to_change_shipping_payment_method_","The_shall_allow_to_change_shipping_payment_method_","system_user","relevant"
"The_system_shall_notify_the_user_about_any_changes_made_to_the_order_","The_shall_notify_the_user_about_any_changes_made_to_the_order_","system","relevant"
"The_system_shall_display_the_reviews_and_ratings_of_each_product_when_it_is_selected_","The_shall_display_the_reviews_and_ratings_of_each_product_when_is_selected_","system_it","relevant"
"The_system_shall_enable_the_user_to_enter_their_reviews_and_ratings_","The_shall_enable_the_user_to_enter_their_reviews_and_ratings_","system","relevant"
"The_system_shall_display_all_the_available_financing_options_","The_shall_display_all_the_available_financing_options_","system","relevant"
"The_system_shall_allow_user_to_select_the_financing_option_","The_shall_allow_to_select_the_financing_option_","system_user","relevant"
"The_system_shall_notify_the_use_about_the_financing_request_","The_shall_notify_the_use_about_the_financing_request_","system","relevant"
"The_system_shall_allow_user_to_view_detailed_sitemap_","The_shall_allow_to_view_detailed_sitemap_","system_user","relevant"
"The_system_shall_display_all_the_available_promotions_to_the_user_","The_shall_display_all_the_available_promotions_to_the_user_","system","relevant"
"The_system_shall_allow_user_to_select_available_promotion_","The_shall_allow_to_select_available_promotion_","system_user","relevant"
"The_system_shall_allow_user_to_confirm_the_purchase_","The_shall_allow_to_confirm_the_purchase_","system_user","relevant"
"The_system_shall_enable_user_to_enter_the_payment_information_","The_shall_enable_user_to_enter_the_payment_information_","system","relevant"
"The_system_shall_provide_a_uniform_look_and_feel_between_all_the_web_pages_","The_shall_provide_a_uniform_look_and_feel_between_all_the_web_pages_","system","relevant"
"The_system_shall_provide_a_digital_image_for_each_product_in_the_product_catalog_","The_shall_provide_a_digital_image_for_each_product_in_the_product_catalog_","system","relevant"
"The_system_shall_provide_use_of_icons_and_toolbars_","The_shall_provide_use_of_icons_and_toolbars_","system","relevant"
"The_system_shall_provide_handicap_access_","The_shall_provide_handicap_access_","system","relevant"
"The_system_shall_provide_multi_language_support_","The_shall_provide_multi_language_support_","system","relevant"
"The_system_shall_provide_storage_of_all_databases_on_redundant_computers_with_automatic_switchover_","The_shall_provide_storage_of_all_databases_on_redundant_computers_with_automatic_switchover_","system","relevant"
"The_system_shall_provide_for_replication_of_databases_to_off_site_storage_locations_","The_shall_provide_for_replication_of_databases_to_off_site_storage_locations_","system","relevant"
"The_system_shall_provide_RAID_V_Disk_Stripping_on_all_database_storage_disks_","The_shall_provide_RAID_V_Disk_Stripping_on_all_database_storage_disks_","system","relevant"
"The_system_shall_provide_a_contractual_agreement_with_an_internet_service_provider_for_T3_access_with_99_9999_availability_","The_shall_provide_a_contractual_agreement_with_an_internet_service_provider_for_T3_access_with_99_9999_availability_","system","relevant"
"The_system_shall_provide_a_contractual_agreement_with_an_internet_service_provider_who_can_provide_99_999_availability_through_their_network_facilities_onto_the_internet_","The_shall_provide_a_contractual_agreement_with_an_internet_service_provider_can_provide_99_999_availability_through_their_network_facilities_onto_the_internet_","system_who","relevant"
"The_product_shall_be_based_on_web_and_has_to_be_run_from_a_web_server_","The_shall_be_based_on_web_and_has_to_be_run_from_a_web_server_","product","relevant"
"The_product_shall_take_initial_load_time_depending_on_internet_connection_strength_which_also_depends_on_the_media_from_which_the_product_is_run_","The_shall_take_initial_load_time_depending_on_internet_connection_strength_also_depends_on_the_media_from_which_the_is_run_","product_which_product","relevant"
"The_performance_shall_depend_upon_hardware_components_of_the_client_customer_","The_shall_depend_upon_hardware_components_of_the_client_customer_","performance","relevant"
"The_system_shall_use_secure_sockets_in_all_transactions_that_include_any_confidential_customer_information_","The_shall_use_secure_sockets_in_all_transactions_include_any_confidential_customer_information_","system_that","relevant"
"The_system_shall_automatically_log_out_all_customers_after_a_period_of_inactivity_","The_shall_automatically_log_out_all_customers_after_a_period_of_inactivity_","system","relevant"
"The_system_shall_confirm_all_transactions_with_the_customer_s_web_browser_","The_shall_confirm_all_transactions_with_the_customer_s_web_browser_","system","relevant"
"The_system_shall_not_leave_any_cookies_on_the_customer_s_computer_containing_the_user_s_password_","The_shall_not_leave_any_cookies_on_the_customer_s_computer_containing_the_user_s_password_","system","relevant"
"The_system_shall_not_leave_any_cookies_on_the_customer_s_computer_containing_any_of_the_user_s_confidential_information_","The_shall_not_leave_any_cookies_on_the_customer_s_computer_containing_any_of_the_user_s_confidential_information_","system","relevant"
"The_customer_s_web_browser_shall_never_display_a_customer_s_password_It_shall_always_be_echoed_with_special_characters_representing_typed_characters_","The_customer_s_web_shall_never_display_a_customer_s_password_shall_always_be_echoed_with_special_characters_representing_typed_characters_","browser_It","relevant"
"The_customers_web_browser_shall_never_display_a_customers_credit_card_number_after_retrieving_from_the_database_It_shall_always_be_shown_with_just_the_last_4_digits_of_the_credit_card_number_","The_customers_web_shall_never_display_a_customers_credit_card_number_after_retrieving_from_the_database_shall_always_be_shown_with_just_the_last_4_digits_of_the_credit_card_number_","browser_It","irrelevant"
"The_systems_back_end_servers_shall_never_display_a_customers_password_The_customers_password_may_be_reset_but_never_shown_","The_systems_back_end_shall_never_display_a_customers_password_The_customers_may_be_reset_but_never_shown_","servers_password","relevant"
"The_systems_back_end_servers_shall_only_be_accessible_to_authenticated_administrators_","The_systems_back_end_shall_only_be_accessible_to_authenticated_administrators_","servers","relevant"
"The_systems_back_end_databases_shall_be_encrypted_","The_systems_back_end_shall_be_encrypted_","databases","relevant"
"The_source_code_developed_for_this_system_shall_be_maintained_in_configuration_management_tool_","The_source_developed_for_this_system_shall_be_maintained_in_configuration_management_tool_","code","relevant"
"The_system_shall_be_built_using_a_standard_web_page_development_tool_that_conforms_to_either_IBM_CUA_standards_or_Microsoft_GUI_standards_","The_shall_be_built_using_a_standard_web_page_development_tool_conforms_to_either_IBM_CUA_standards_or_Microsoft_GUI_standards_","system_that","relevant"
"The_systems_are_no_memory_requirements_","The_are_no_memory_requirements_","systems","relevant"
"The_computers_must_be_equipped_with_web_browsers_such_as_Internet_explorer_","The_must_be_equipped_with_web_browsers_such_as_Internet_explorer_","computers","relevant"
"The_product_must_be_stored_in_such_a_way_that_allows_the_client_easy_access_to_it_","The_must_be_stored_in_such_a_way_allows_the_client_easy_access_to_it_","product_that","relevant"
"Response_time_for_loading_the_product_should_take_no_longer_than_five_minutes_","time_for_loading_the_product_should_take_no_longer_than_five_minutes_","Response","relevant"
"A_general_knowledge_of_basic_computer_skills_is_required_to_use_the_product_","A_general_of_basic_computer_skills_is_required_to_use_the_product_","knowledge","relevant"
"As_the_product_is_E_store_On_line_help_system_becomes_a_critical_component_of_the_system_which_shall_provide_","As_the_is_E_store_On_line_help_becomes_a_critical_component_of_the_system_shall_provide_","product_system_which","relevant"
"The_system_shall_provide_specific_guidelines_to_a_user_for_using_the_E_Store_system_and_within_the_system_","The_shall_provide_specific_guidelines_to_a_user_for_using_the_E_Store_system_and_within_the_system_","system","relevant"
"the_systems_shall_be_provided_to_implement_online_user_help_link_and_search_fields_","the_shall_be_provided_to_implement_online_user_help_link_and_search_fields_","systems","relevant"
"The_Systems_are_many_types_of_interfaces_as_such_supported_by_the_E_Store_software_system_namely_User_Interface_Software_Interface_and_Hardware_Interface_","The_are_many_types_of_interfaces_as_such_supported_by_the_E_Store_software_system_namely_User_Interface_Software_Interface_and_Hardware_Interface_","Systems","relevant"
"The_protocol_used_shall_be_HTTP_","The_used_shall_be_HTTP_","protocol","relevant"
"The_Port_used_will_be_80_","The_used_will_be_80_","Port","relevant"
"The_Port_be_logical_address_of_the_system_in_IPv4_format_","The_be_logical_address_of_the_system_in_IPv4_format_","Port","relevant"
"The_user_interface_for_the_software_shall_be_compatible_to_any_browser_such_as_Internet_Explorer_Mozilla_or_Netscape_Navigator_by_which_user_can_access_to_the_system_","The_user_for_the_software_shall_be_compatible_to_any_browser_such_as_Internet_Explorer_Mozilla_or_Netscape_Navigator_by_which_can_access_to_the_system_","interface_user","relevant"
"The_user_interface_shall_be_implemented_using_any_tool_or_software_package_like_Java_Applet_MS_Front_Page_EJB_etc_","The_user_shall_be_implemented_using_any_tool_or_software_package_like_Java_Applet_MS_Front_Page_EJB_etc_","interface","relevant"
"Since_the_application_must_run_over_the_internet_all_the_hardware_shall_require_to_connect_internet_will_be_hardware_interface_for_the_system_As_for_e_g_Modem_WAN_and_LAN_Ethernet_Cross_Cable_","Since_the_must_run_over_the_internet_all_the_shall_require_to_connect_internet_will_be_hardware_interface_for_the_system_As_for_e_g_Modem_WAN_and_LAN_Ethernet_Cross_Cable_","application_hardware","relevant"
"The_e_store_system_shall_communicate_with_the_Configurator_to_identify_all_the_available_components_to_configure_the_product_","The_e_store_shall_communicate_with_the_Configurator_to_identify_all_the_available_components_to_configure_the_product_","system","relevant"
"The_e_store_shall_communicate_with_the_content_manager_to_get_the_product_specifications_offerings_and_promotions_","The_e_shall_communicate_with_the_content_manager_to_get_the_product_specifications_offerings_and_promotions_","store","relevant"
"The_e_store_system_shall_communicate_with_billPay_system_to_identify_available_payment_methods_validate_the_payments_and_process_payment_","The_e_store_shall_communicate_with_billPay_system_to_identify_available_payment_methods_validate_the_payments_and_process_payment_","system","relevant"
"The_e_store_system_shall_communicate_to_credit_management_system_for_handling_financing_options_","The_e_store_shall_communicate_to_credit_management_system_for_handling_financing_options_","system","relevant"
"The_e_store_system_shall_communicate_with_CRM_system_to_provide_support_","The_e_store_shall_communicate_with_CRM_system_to_provide_support_","system","relevant"
"The_e_store_system_shall_communicate_with_Sales_system_for_order_management_","The_e_store_shall_communicate_with_Sales_system_for_order_management_","system","relevant"
"The_e_store_system_shall_communicate_with_shipping_system_for_tracking_orders_and_updating_of_shipping_methods_","The_e_store_shall_communicate_with_shipping_system_for_tracking_orders_and_updating_of_shipping_methods_","system","relevant"
"The_e_store_system_shall_communicate_with_external_Tax_system_to_calculate_tax_","The_e_store_shall_communicate_with_external_Tax_system_to_calculate_tax_","system","relevant"
"The_e_store_system_shall_communicate_with_export_regulation_system_to_validate_export_regulations_","The_e_store_shall_communicate_with_export_regulation_system_to_validate_export_regulations_","system","relevant"
"The_system_shall_be_verisign_like_software_which_shall_allow_the_users_to_complete_secured_transaction_This_usually_shall_be_the_third_party_software_system_which_is_widely_used_for_internet_transaction_","The_shall_be_verisign_like_software_shall_allow_the_to_complete_secured_transaction_usually_shall_be_the_third_party_software_system_is_widely_used_for_internet_transaction_","system_which_users_This_which","irrelevant"
"The_e_store_system_shall_use_the_HTTP_protocol_for_communication_over_the_internet_and_for_the_intranet_communication_will_be_through_TCP_IP_protocol_suite_","The_e_store_shall_use_the_HTTP_protocol_for_communication_over_the_internet_and_for_the_intranet_communication_will_be_through_TCP_IP_protocol_suite_","system","irrelevant"
"E_store_should_display_the_disclaimers_copyright_word_mark_trademark_and_product_warranties_of_the_Marvel_electronics_and_home_entertainment_","E_should_display_the_disclaimers_copyright_word_mark_trademark_and_product_warranties_of_the_Marvel_electronics_and_home_entertainment_","store","relevant"
"E_store_shall_be_as_per_the_industry_standard_","E_shall_be_as_per_the_industry_standard_","store","relevant"
