@relation pandasdata

@attribute reqs_statement string
@attribute  action_part string
@attribute actor_part string
@attribute label{irrelevant,relevant}

@data
"A_scientist_shall_be_able_to_request_an_experiment_which_has_not_yet_been_executed_to_be_unscheduled_","A_shall_be_able_to_request_an_experiment_has_not_yet_been_executed_to_be_unscheduled_","scientist_which","relevant"
"A_scientist_shall_be_able_to_request_to_change_an_experiment_before_it_is_being_executed_","A_shall_be_able_to_request_to_change_an_experiment_before_is_being_executed_","scientist_it","relevant"
"A_scientist_shall_be_able_to_send_commands_to_an_experiment_already_executing_","A_shall_be_able_to_send_commands_to_an_experiment_already_executing_","scientist","relevant"
"At_any_moment_only_one_scientist_is_allowed_to_compose_an_experiment_on_a_single_payload_","At_any_moment_only_one_is_allowed_to_compose_an_experiment_on_a_single_payload_","scientist","relevant"
"The_system_shall_upload_experiments_scheduled_and_queued_for_upload_to_a_satellite_whenever_there_is_a_window_of_opportunity_","The_shall_upload_experiments_scheduled_and_queued_for_upload_to_a_satellite_whenever_there_is_a_window_of_opportunity_","system","irrelevant"
"The_system_shall_download_high_volume_image_data_of_earth_from_the_satelite_periodically_within_the_time_frame_","The_shall_download_high_volume_image_data_of_earth_from_the_satelite_periodically_within_the_time_frame_","system","relevant"
"Experiment_data_can_be_retrieved_from_the_system_","Experiment_can_be_retrieved_from_the_system_","data","relevant"
"Experiment_data_can_be_observed_in_real_time_while_the_experiment_is_being_executed_during_a_window_of_opportunity_","Experiment_can_be_observed_in_real_time_while_the_is_being_executed_during_a_window_of_opportunity_","data_experiment","relevant"
"IMSETY_will_support_the_visualization_of_video_data_","will_support_the_visualization_of_video_data_","IMSETY","relevant"
"IMSETY_will_support_the_visualization_of_picture_data_","will_support_the_visualization_of_picture_data_","IMSETY","relevant"
"IMSETY_will_have_a_plug_in_system_for_data_representation_290","will_have_a_plug_in_system_for_data_representation_290","IMSETY","relevant"
"IMSETY_will_have_a_plug_in_system_for_the_postprocessing_of_data_representations_","will_have_a_plug_in_system_for_the_postprocessing_of_data_representations_","IMSETY","relevant"
"Observers_are_able_to_see_representations_","are_able_to_see_representations_","Observers","relevant"
"Observation_data_can_only_be_gathered_during_an_experiment_","Observation_can_only_be_gathered_during_an_experiment_","data","relevant"
"Collected_observation_data_can_be_exported_from_the_system_to_several_formats_","Collected_observation_can_be_exported_from_the_system_to_several_formats_","data","relevant"
"IMSETY_shall_allow_the_requesting_of_downloading_of_high_resolution_images_from_these_marked_periods_","shall_allow_the_requesting_of_downloading_of_high_resolution_images_from_these_marked_periods_","IMSETY","relevant"
"Periods_can_be_marked_during_real_time_observation_","can_be_marked_during_real_time_observation_","Periods","relevant"
"A_plug_in_system_for_data_preprocessing_shall_be_provided_","A_plug_in_for_data_preprocessing_shall_be_provided_","system","relevant"
"A_plug_in_providing_an_example_for_data_preprocessing_will_be_provided_","A_plug_in_providing_an_example_for_data_will_be_provided_","preprocessing","relevant"
"A_plug_in_providing_an_example_of_representation_postprocessing_will_be_provided_","A_in_providing_an_example_of_representation_postprocessing_will_be_provided_","plug","relevant"
"The_system_shall_show_thumbnails_provided_by_a_satellite_","The_shall_show_thumbnails_provided_by_a_satellite_","system","relevant"
"IMSETY_shall_allow_a_scientist_to_request_high_resolution_versions_of_the_images_represented_by_these_thumbnails_to_be_downloaded_","shall_allow_a_to_request_high_resolution_versions_of_the_images_represented_by_these_thumbnails_to_be_downloaded_","IMSETY_scientist","relevant"
"IMSETY_shall_represent_a_timeline_of_one_way_and_two_way_communication_opportunities_","shall_represent_a_timeline_of_one_way_and_two_way_communication_opportunities_","IMSETY","relevant"
"IMSETY_shall_provide_the_possibility_to_book_one_way_communications_310","shall_provide_the_possibility_to_book_one_way_communications_310","IMSETY","relevant"
"IMSETY_shall_provide_the_possibility_to_book_two_way_communications_","shall_provide_the_possibility_to_book_two_way_communications_","IMSETY","relevant"
"IMSETY_shall_communicate_failure_of_satellite_communication_to_the_scientist_","shall_communicate_failure_of_satellite_communication_to_the_scientist_","IMSETY","relevant"
"IMSETY_shall_communicate_failure_of_communication_with_GENSO_to_the_scientist_","shall_communicate_failure_of_communication_with_GENSO_to_the_scientist_","IMSETY","relevant"
"IMSETY_shall_communicate_the_rejection_of_bookings_to_the_scientist_","shall_communicate_the_rejection_of_bookings_to_the_scientist_","IMSETY","relevant"
"IMSETY_shall_log_all_communications_with_satellites_315","shall_log_all_communications_with_satellites_315","IMSETY","relevant"
"IMSETY_shall_log_all_communications_with_the_MCCs_","shall_log_all_communications_with_the_MCCs_","IMSETY","relevant"
"IMSETY_shall_log_all_communications_with_the_MCSes_","shall_log_all_communications_with_the_MCSes_","IMSETY","relevant"
"The_system_shall_interface_with_GENSO_through_an_MCC_for_purposes_of_booking_","The_shall_interface_with_GENSO_through_an_MCC_for_purposes_of_booking_","system","relevant"
"The_system_shall_interface_with_an_SiC_for_communication_settlement_","The_shall_interface_with_an_SiC_for_communication_settlement_","system","relevant"
"A_protocol_shall_be_defined_for_interfacing_with_the_MCS_based_on_a_list_of_commands_provided_by_the_customer_","A_shall_be_defined_for_interfacing_with_the_MCS_based_on_a_list_of_commands_provided_by_the_customer_","protocol","relevant"
"The_interface_of_the_system_shall_be_developed_using_C_C_or_java_Any_opensource_library_are_not_supposed_to_be_used_for_that_matter","The_of_the_system_shall_be_developed_using_C_C_or_java_Any_opensource_are_not_supposed_to_be_used_for_that_matter","interface_library","relevant"
"IMSETY_s_backend_shall_run_on_a_Linux_server_","IMSETY_s_shall_run_on_a_Linux_server_","backend","relevant"
